,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
82,2,8,1,1,3,3,2,2,1,3,3,1,2,2,3,0,1,2,3,6,1,3,4,1,6,2,1,4,0,0,3,0,5,2
83,2,8,1,2,3,3,2,2,1,3,3,1,2,2,3,0,1,2,3,6,1,3,4,1,6,2,1,4,0,0,3,0,5,2
84,1,8,1,2,3,3,2,2,1,3,3,1,2,2,3,0,1,2,3,6,1,3,4,1,6,2,1,4,0,0,3,0,5,2
85,1,8,1,2,3,3,2,2,1,3,3,1,2,2,3,0,1,2,3,6,1,3,4,1,6,2,1,4,0,0,4,0,5,2
86,1,8,1,2,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,4,1,6,2,1,4,0,0,4,0,5,2
87,1,8,1,2,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,4,2,6,2,1,4,0,0,4,0,5,2
88,1,8,1,2,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,4,2,7,2,1,4,0,0,4,0,5,2
89,1,8,2,2,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,4,2,7,2,1,4,0,0,4,0,5,2
90,1,8,2,2,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,5,2,7,2,1,4,0,0,4,0,5,2
91,1,8,2,3,3,3,2,2,1,3,3,1,3,2,3,0,1,2,3,6,1,3,5,2,7,2,1,4,0,0,4,0,5,2
92,1,8,2,3,3,3,2,2,1,3,3,1,3,2,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,0,4,0,5,2
93,1,8,2,3,3,3,2,2,1,3,3,1,3,2,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,1,4,0,5,2
94,1,8,2,3,3,3,2,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,1,4,0,5,2
95,1,8,2,3,3,3,2,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,2,4,0,5,2
96,1,8,2,3,3,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,2,4,0,5,2
97,1,9,2,3,3,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,2,4,0,5,2
98,1,9,3,3,3,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,2,4,0,5,2
99,1,9,3,3,2,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,4,0,2,4,0,5,2
100,1,9,3,3,2,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,4,0,5,2
101,2,9,3,3,2,3,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,4,0,5,2
102,2,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,4,0,5,2
103,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,4,0,5,2
104,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,5,0,5,2
105,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,6,0,5,2
106,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,4,0,2,6,1,5,2
107,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,4,2,7,2,1,5,0,2,6,1,5,2
108,3,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,5,0,2,6,1,5,2
109,2,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,6,1,3,5,2,7,2,1,5,0,2,6,1,5,2
110,2,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,3,5,2,7,2,1,5,0,2,6,1,5,2
111,2,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,3,5,3,7,2,1,5,0,2,6,1,5,2
112,2,9,3,3,2,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,3,5,3,7,2,2,5,0,2,6,1,5,2
113,2,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,3,5,3,7,2,2,5,0,2,6,1,5,2
114,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,3,5,3,7,2,2,5,0,2,6,1,5,2
115,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,4,5,3,7,2,2,5,0,2,6,1,5,2
116,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,4,5,3,7,2,2,5,1,2,6,1,5,2
117,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,1,2,4,7,1,4,5,4,7,2,2,5,1,2,6,1,5,2
118,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,2,2,4,7,1,4,5,4,7,2,2,5,1,2,6,1,5,2
119,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,2,2,4,7,1,4,5,4,7,3,2,5,1,2,6,1,5,2
120,1,9,3,3,3,4,3,2,1,3,3,1,3,3,3,0,2,2,4,7,1,4,4,4,7,3,2,5,1,2,6,1,5,2
121,1,9,3,3,3,4,3,2,1,3,3,1,3,4,3,0,2,2,4,7,1,4,4,4,7,3,2,5,1,2,6,1,5,2
122,1,9,3,3,3,4,3,2,1,3,3,1,3,4,3,0,2,2,4,7,1,4,4,4,7,3,2,5,1,2,6,2,5,2
123,1,9,3,3,3,4,3,2,1,3,3,1,3,4,3,0,2,2,4,8,1,4,4,4,7,3,2,5,1,2,6,2,5,2
124,1,9,3,4,3,4,3,2,1,3,3,1,3,4,3,0,2,2,4,8,1,4,4,4,7,3,2,5,1,2,6,2,5,2
125,1,9,3,4,3,4,3,2,1,3,3,1,3,4,3,0,2,2,4,8,1,4,4,4,8,3,2,5,1,2,6,2,5,2
126,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,8,1,4,4,4,8,3,2,5,1,2,6,2,5,2
127,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,8,1,4,4,4,8,2,2,5,1,2,6,2,5,2
128,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,4,8,2,2,5,1,2,6,2,5,2
129,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,4,8,2,2,5,1,2,7,2,5,2
130,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,4,8,3,2,5,1,2,7,2,5,2
131,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,4,8,3,2,6,1,2,7,2,5,2
132,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,10,1,4,4,4,8,3,2,6,1,2,7,2,5,2
133,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,10,1,4,4,3,8,3,2,6,1,2,7,2,5,2
134,1,9,3,4,4,4,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,3,8,3,2,6,1,2,7,2,5,2
135,1,9,3,4,4,5,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,3,8,3,2,6,1,2,7,2,5,2
136,1,9,4,4,4,5,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,3,8,3,2,6,1,2,7,2,5,2
137,1,9,4,4,4,5,3,2,1,3,3,1,3,4,3,0,2,2,4,9,1,4,4,3,8,3,2,7,1,2,7,2,5,2
138,1,9,4,4,4,5,3,2,1,3,4,1,3,4,3,0,2,2,4,9,1,4,4,3,8,3,2,7,1,2,7,2,5,2
139,1,9,4,4,4,5,3,2,1,3,4,1,3,4,3,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,5,2
140,1,9,4,5,4,5,3,2,1,3,4,1,3,4,3,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,5,2
141,1,9,4,5,4,5,3,2,1,3,5,1,3,4,3,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,5,2
142,1,9,4,5,4,5,3,2,1,3,5,1,3,4,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,5,2
143,1,9,4,5,4,5,3,2,1,3,5,1,3,5,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,5,2
144,1,9,4,5,4,5,3,2,1,3,5,1,3,5,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
145,1,9,4,5,4,5,3,2,1,3,5,2,3,5,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
146,1,9,4,5,5,5,3,2,1,3,5,2,3,5,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
147,1,9,4,5,5,5,3,2,1,3,5,2,3,6,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
148,0,9,4,5,5,5,3,2,1,3,5,2,3,6,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
149,0,9,4,5,5,5,3,2,1,2,5,2,3,6,4,0,2,2,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
150,0,9,4,5,5,5,3,2,1,2,5,2,3,6,4,0,2,3,4,10,1,4,4,3,8,3,2,7,1,2,7,2,4,2
151,0,9,4,5,5,5,3,2,1,2,5,2,3,6,4,0,2,3,4,10,1,4,4,3,9,3,2,7,1,2,7,2,4,2
152,0,9,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,3,4,10,1,4,4,3,9,3,2,7,1,2,7,2,4,2
153,0,9,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,4,10,1,4,4,3,9,3,2,7,1,2,7,2,4,2
154,0,9,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,4,10,1,4,4,3,9,3,3,7,1,2,7,2,4,2
155,0,10,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,4,10,1,4,4,3,9,3,3,7,1,2,7,2,4,2
156,0,10,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,4,10,1,4,4,3,9,3,3,7,1,2,7,2,4,3
157,0,10,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,4,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
158,0,10,4,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
159,0,10,4,5,5,5,3,2,1,2,5,2,3,7,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
160,0,10,5,5,5,5,3,2,1,2,5,2,3,7,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
161,0,10,5,4,5,5,3,2,1,2,5,2,3,7,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
162,1,10,5,4,5,5,3,2,1,2,5,2,3,7,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
163,1,10,5,4,5,5,3,2,1,2,5,2,3,6,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
164,1,10,5,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,5,10,1,4,4,2,9,3,3,7,1,2,7,2,4,3
165,1,10,5,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,7,2,4,3
166,1,10,5,5,5,5,3,2,1,2,5,2,3,6,5,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,7,2,4,2
167,1,10,5,5,5,5,3,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,7,2,4,2
168,1,10,5,5,5,5,3,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,8,2,4,2
169,1,10,5,6,5,5,3,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,8,2,4,2
170,1,9,5,6,5,5,3,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,7,2,2,8,2,4,2
171,1,9,5,6,5,5,3,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,8,2,2,8,2,4,2
172,1,9,5,6,5,5,4,2,1,2,5,2,3,6,6,0,2,4,5,10,1,4,4,2,9,3,3,8,2,2,8,2,4,2
173,1,9,5,6,5,5,4,2,1,2,5,2,2,6,6,0,2,4,5,10,1,4,4,2,9,3,3,8,2,2,8,2,4,2
174,1,9,5,6,5,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,1,4,4,2,9,3,3,8,2,2,8,2,4,2
175,1,9,5,6,5,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,1,4,4,2,9,3,2,8,2,2,8,2,4,2
176,1,9,5,6,5,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,1,4,4,2,9,3,2,8,2,2,9,2,4,2
177,1,9,5,6,5,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,2,4,4,2,9,3,2,8,2,2,9,2,4,2
178,1,9,5,6,6,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,2,4,4,2,9,3,2,8,2,2,9,2,4,2
179,1,9,5,6,6,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,2,4,4,2,9,4,2,8,2,2,9,2,4,2
180,1,9,4,6,6,5,4,2,1,2,5,2,2,6,6,0,2,5,5,10,2,4,4,2,9,4,2,8,2,2,9,2,4,2
181,1,9,4,6,6,5,4,2,1,2,5,2,2,7,6,0,2,5,5,10,2,4,4,2,9,4,2,8,2,2,9,2,4,2
182,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,5,10,2,4,4,2,9,4,2,8,2,2,9,2,4,2
183,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,4,2,9,4,2,8,2,2,9,2,4,2
184,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,4,2,9,4,2,8,2,2,10,2,4,2
185,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,4,2,9,4,2,8,2,2,11,2,4,2
186,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,5,2,9,4,2,8,2,2,11,2,4,2
187,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,5,2,9,5,2,8,2,2,11,2,4,2
188,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,4,6,2,9,5,2,8,2,2,11,2,4,2
189,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,5,6,2,9,5,2,8,2,2,11,2,4,2
190,1,9,4,7,6,5,4,2,1,2,5,2,2,7,6,0,2,5,6,10,2,5,6,2,9,5,2,8,2,2,11,3,4,2
191,1,9,4,7,6,5,4,2,1,2,4,2,2,7,6,0,2,5,6,10,2,5,6,2,9,5,2,8,2,2,11,3,4,2
192,1,9,4,7,6,5,4,2,1,2,4,2,2,7,6,0,2,5,6,11,2,5,6,2,9,5,2,8,2,2,11,3,4,2
193,1,9,4,7,6,5,4,2,1,3,4,2,2,7,6,0,2,5,6,11,2,5,6,2,9,5,2,8,2,2,11,3,4,2
194,1,9,4,7,6,5,4,2,1,3,4,2,2,7,6,0,2,5,6,11,2,5,6,2,9,5,2,8,2,2,12,3,4,2
195,1,9,4,7,6,5,4,2,1,3,4,2,2,7,6,0,2,5,6,11,2,5,6,2,9,5,2,8,2,2,12,4,4,2
196,2,9,4,7,6,5,4,2,1,3,4,2,2,7,6,0,2,5,6,11,2,5,6,2,9,5,2,8,2,2,12,4,4,2
